"Organisation ID","Organisation name",Website,"Short description","Long description",Country,Region,Latitude,Longitude,Address,"Organisation type","Organisation size","Start date","Linked project IDs",Tags,"Network tags",Created
791,"University of Edinburgh",,,,"United Kingdom",Edinburgh,55.9495628,-3.1914971,"Old Surgeons Hall, High School Yards,
EH1 1LZ","Academia/Research organisation","over-1000 people",,293,,,1970-01-01
296,"University of Exeter, Penryn Campus",,,,"United Kingdom",Penryn,50.1685495,-5.1034062,"Treliever Road,
TR10 9EZ","Academia/Research organisation","51-100 people",,672,,,1970-01-01
577,"University of Leuphana",,,,Germany,Luneburg,53.248706,10.4078555,"Scharnhorststr. 1,
",,,,656,,,1970-01-01
901,"University of Limerick",,,,Ireland,Limerick,52.661252,-8.6301238,"Castletroy,
0",,,,,,,1970-01-01
1201,"University of Nottingham",,,,,,,,,,,,,,,2016-11-08
958,"University of Oxford",,,,"United Kingdom",Oxford,51.7520131,-1.2578498,"1A Little Clarendon Street,
OX1 2HP","Academia/Research organisation","over-1000 people",,604,,,1970-01-01
349,"University of Piraeus",,,,Greece,Piraeus,37.9440078,23.6483599,"80 Karaoli Dimitriou Street,
18534","Academia/Research organisation","501-1000 people",,,,,1970-01-01
69,"University of Sheffield",,,,"United Kingdom",Sheffield,53.3806626,-1.4702277,"211 Portobello,
S1 4DP","Academia/Research organisation",,,343,,,1970-01-01
1238,"University of Southampton",http://www.southampton.ac.uk,"Founding member of the Russell Group and ranked in the top 1% of universities in the world.",,"United Kingdom",Southampton,50.9025349,-1.4041889,,"Academia/Research organisation","over-1000 people",1952-04-29,807,,,2017-01-31
954,"University of Strathclyde, Hunter Centre for Entrepreneurship",,,,"United Kingdom",Glasgow,55.856656,-4.2435816,"199 Cathedral Street,
g4 0qu","Academia/Research organisation","501-1000 people",,29,,,1970-01-01
71,"University of Stuttgart",,,,Germany,Stuttgart,48.7784485,9.1800132,"Pfaffenwaldring 5a,
70569",,,,,,,1970-01-01
198,"University of Tokyo",,,,Jamaica,Tokyo,18.4066022,-77.1069327,"7-3-1 Hongo Bunkhyo-ku,
113-0033",,,,656,,,1970-01-01
72,"University of Torino",,,,Italy,Torino,45.0677551,7.6824892,"Via Verdi 8,
10124","Academia/Research organisation","over-1000 people",,700,,,1970-01-01
361,"University of Trento",,,,Italy,"Povo (Trento)",46.0654207,11.154962,"Via Sommarive 9,
38123","Academia/Research organisation","over-1000 people",,204,,,1970-01-01
251,"University of Valencia Science Park",,,,Spain,Paterna,39.5039227,-0.4421013," Catedratico Agustin Escardino, n9,
46980","Government/Public Sector","11-25 people",,62,,,1970-01-01
636,"University of West Bohemia",,,,"Czech Republic",Pilsen,49.7477415,13.3775249,"Univerzitni 8,
30614","Academia/Research organisation","over-1000 people",,"721, 730",,,1970-01-01
486,"University of Zaragoza - BIFI",,,,,,,,",
",,,,,,,1970-01-01
698,"University of Zurich Department of Informatics",,,,Switzerland,Zurich,47.3685586,8.5404434,"Binzmuhlestrasse 14,
CH-8050","Academia/Research organisation","11-25 people",,658,,,1970-01-01
341,unMonastery:Matera,,,,Italy,Matera,40.668523,16.601585,"Via Our Lady of Virtues,
75100","Grassroots organisation or community network","11-25 people",,703,,,1970-01-01
590,"UPC - UNIVERSITAT POLITECNICA DE CATALUNYA",,,,Spain,Barcelona,41.3825596,2.1771353,"Calle Jordi Girona, 31,,
8034",,,,"423, 774",,,1970-01-01
1079,upnext.nl,,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Tweede Leliedwarsstraat 22,
1015 TC","Social enterprise, charity, foundation or other non-profit","0-5 people",,400,,,1970-01-01
413,"URENIO Research Unit",,,,Greece,Thessaloniki,40.6403167,22.9352716,"University Campus, Aristotle University of Thessaloniki,
54124","Academia/Research organisation","11-25 people",,,,,1970-01-01
366,"Ushahidi Inc",,,,"United States",Orlando,28.5421175,-81.3790461,"ushahidi,
FL 32878","For-profit business","51-100 people",,659,,,1970-01-01
784,Usitoo,,,,Belgium,"Braine l'alleud",50.6830572,4.3693429,"Avenue de la paix 3,
1420","Grassroots organisation or community network","0-5 people",,,,,1970-01-01
899,Validee.com,,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Tekkopstraat 27,
1107RR","For-profit business","0-5 people",,200,,,1970-01-01
1002,"Valldaura Labs",,,,Spain,"Cerdanyola del Valles, Barcelona",41.4910324,2.1374969,"Ctra. BV-1415 (Horta-Cerdanyola), km 7,
8290","Academia/Research organisation","11-25 people",,513,,,1970-01-01
710,Vandejong,,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Reguliersdwarsstraat 50,
","For-profit business","11-25 people",,,,,1970-01-01
81,"Vauxhall Neighbourhood Council",,,,"United Kingdom",Liverpool,53.4054719,-2.9805391,"Millennium Resource Centre, Blenheim Street,
L5 8SE","Social enterprise, charity, foundation or other non-profit","11-25 people",,152,,,1970-01-01
99,"ViciniDiCasa LTD",,,,Italy,Milan,45.4667971,9.1904984,"Via Cherubini 3,
20145","Grassroots organisation or community network","0-5 people",,49,,,1970-01-01
1217,VILABS,http://www.vilabs.eu,,,,,,,,"For-profit business",,,,,,2016-12-15
1130,"Virtual Jobs Market",,,,"United Kingdom",sevenoaks,51.2719654,0.1914386,"38 Bradboufrne Vale Rd,
tn133ql",,,,618,,,1970-01-01
802,VIRTUS,,,,Belgium,Brussels,50.8465565,4.351697,"rue Comte de Flandre,
1080","Academia/Research organisation","0-5 people",,,,,1970-01-01
377,"Visceral Business",,,,"United Kingdom",London,51.5073219,-0.1276473,"522 Manhattan Building,
E3 2UP","For-profit business","0-5 people",,509,,,1970-01-01
836,Visiativ,,,,France,"Charbonnieres les bains",45.7787,4.7459,"26, rue Benoit bennier,
69260",,,,,,,1970-01-01
999,Vivarta,,,,"United Kingdom",London,51.5073219,-0.1276473,"60 Farringdon Road,
EC1R 3GA","Social enterprise, charity, foundation or other non-profit","0-5 people",,,,,1970-01-01
1103,VIVES,,,,Belgium,Kortrijk,50.8276199,3.2659948,"Doorniksesteenweg 145,
8500","Academia/Research organisation","501-1000 people",,,,,1970-01-01
861,VocalEyes,,,,"United Kingdom",Saundersfoot,51.7108868,-4.6997976,"Homecroft,
SA69 9BG","Social enterprise, charity, foundation or other non-profit","0-5 people",,42,,,1970-01-01
234,"Voices of Youth",,,,,,,,",
",,,,,,,1970-01-01
554,"Voluntary Action Sheffield",,,,"United Kingdom",Sheffield,53.3806626,-1.4702277,"33 Rockingham Lane,
S1 4FW","Social enterprise, charity, foundation or other non-profit","26-50 people",,711,,,1970-01-01
950,"Volunteer Aid Denmark",,,,,,,,",
",,,,,,,1970-01-01
602,"Voor je Buurt",,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Keizersgracht 174,
1016DW","Social enterprise, charity, foundation or other non-profit","0-5 people",,,,,1970-01-01
940,Voxe.org,,,,France,Paris,48.8566101,2.3514992,"10 rue de la Pompe,
75016","Grassroots organisation or community network","0-5 people",,634,,,1970-01-01
250,voXup,,,,"United Kingdom",London,51.5073219,-0.1276473,"o BGV, west water gate, Somerset house,
","For-profit business","0-5 people",,683,,,1970-01-01
831,W3C,,,,,,,,",
",,,,,,,1970-01-01
78,"Waag Society",http://www.waag.org,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Nieuwmarkt 4,
1012 CR","Social enterprise, charity, foundation or other non-profit","26-50 people",,"98, 103, 113, 134, 182, 213, 272, 333, 343, 352, 364, 369, 386, 445, 452, 472, 508, 585, 608, 686, 740, 744, 811","artistic research, critical design, social innovation, tech for good, users as designers",,1970-01-01
540,Wagn,,,,"United States","Fort Collins",40.5508527,-105.0668084,"519 Peterson St,
80524",,,,428,,,1970-01-01
169,"WATCH Ltd",,,,"United Kingdom",Coventry,52.4081812,-1.5104769,"12 Victoria Street,
CV15LZ","Social enterprise, charity, foundation or other non-profit","6-10 people",,149,,,1970-01-01
944,"We are Snook Ltd.",,,,"United Kingdom",Glasgow,55.856656,-4.2435816,"151 Bath Street,
G2 4SQ","For-profit business","6-10 people",,36,,,1970-01-01
498,"We Are What We Do",,,,"United Kingdom",London,51.5073219,-0.1276473,"71 St John Street,
EC1M 4NJ","Social enterprise, charity, foundation or other non-profit","11-25 people",,,,,1970-01-01
644,"We Dundee",,,,"United Kingdom",Dundee,56.4593653,-2.9735212,"Chamber East, Panmure Street,
DD1 1ED","Grassroots organisation or community network","0-5 people",,319,,,1970-01-01
1160,"We Sign It",,,,France,Paris,48.8566101,2.3514992,"15 rue planchat,
75020","Grassroots organisation or community network","0-5 people",,248,,,1970-01-01
662,WEA-NI,,,,"United Kingdom",Belfast,54.5969869,-5.9300991,"3 Fitzwilliam St,
BT9 6AW","Social enterprise, charity, foundation or other non-profit","11-25 people",,258,,,1970-01-01
388,WEBiversity.org,,,,"United Kingdom",London,51.5073219,-0.1276473,"London,
sw12","Social enterprise, charity, foundation or other non-profit","0-5 people",,30,,,1970-01-01
652,"Webliteracy NL",,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Herengracht 504,
","Grassroots organisation or community network","0-5 people",,127,,,1970-01-01
472,"webLyzard technology",,,,Austria,Vienna,48.2083537,16.3725042,"44,
1190","For-profit business","0-5 people",,335,,,1970-01-01
117,"WeGo B.V.",,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Johan Huizingalaan,
1066 VH","For-profit business","6-10 people",,,,,1970-01-01
468,"WEI Medicine GmbH",,,,Germany,"Frankfurt am Main",50.110653,8.682093,"Kurt-Schumacher-Str 43,
60313","For-profit business","0-5 people",,,,,1970-01-01
355,WeMake,http://wemake.cc,"WeMake explores emerging digital fabrication technologies to create unexpected connections for cultural and social innovation through making.","<p><iframe src=""https://www.youtube.com/embed/Jl9lDedpvXU"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>
<p>&nbsp;</p>
<p><iframe src=""https://www.youtube.com/embed/i6xX-VAmV78"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>",Italy,Milano,45.4667971,9.1904984,"5,
20128","Social enterprise, charity, foundation or other non-profit","6-10 people",2014-02-24,"318, 829","citizen participation, civic tech, design, digital fabrication, education, Innovation, tech for good","FabLab Network",1970-01-01
309,"Wendy Fisher Consulting",,,,"United Kingdom",London,51.5073219,-0.1276473,"100 Clements Road,
SE16 4DG","Academia/Research organisation","26-50 people",,,,,1970-01-01
370,Wesign.it,,,,France,Paris,48.8566101,2.3514992,"15 rue Planchat,
75020","Grassroots organisation or community network","0-5 people",,337,,,1970-01-01
347,"Westminster University",,,,"United Kingdom",London,51.5073219,-0.1276473,"309 Regent Street,
W1B 2HW",,,,"206, 774",,,1970-01-01
614,Wetailer,,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Nachtwachtlaan 363,
1058EM","For-profit business","0-5 people",,"574, 625",,,1970-01-01
260,"When they get older",,,,"United Kingdom",Maidenhead,51.5237929,-0.7189898,"2 Castle Hill Terrace,
Sl64jp",,,,,,,1970-01-01
570,"WhenVisited Foundation",,,,Poland,Krakow,50.0619474,19.9368564,"1,
30-440","Social enterprise, charity, foundation or other non-profit",,,301,,,1970-01-01
1082,"Whitstable Umbrella Community Support Centre",,,,"United Kingdom",Whitstable,51.3584065,1.0265284,"Oxford Street,
CT5 1DD","Social enterprise, charity, foundation or other non-profit","0-5 people",,666,,,1970-01-01
97,WijkConnect.com,,,,Netherlands,Arnhem,52.0056642,5.8762345,"Drentesingel 111,
","For-profit business","0-5 people",,574,,,1970-01-01
273,WikiBrains,,,,Israel,Tel-Aviv,32.0804808,34.7805274,"Tushiya 2,
10060","For-profit business","6-10 people",,,,,1970-01-01
68,Wikifactory,,,,"United Kingdom",London,51.5073219,-0.1276473,"60 Devon Mansions, Tooley Street,
SE1 2LD","For-profit business","6-10 people",,,,,1970-01-01
610,Wikinetix,,,,Belgium,Malle,51.3001124,4.7149828,"Acacialaan 6,
2390","For-profit business","0-5 people",,718,,,1970-01-01
1249,"Wonderwerk Consulting",http://www.wonderwerk.at/en/1433-2/,"Wonderwerk is a combination of organizational consulting, service design studio, and innovation laboratory. Our goal is to enable strategies and innovations to have the most impact.","<p>Wonderwerk helps to design the future, which is constantly changing, and is less and less influenced by the past. If you are interested in genuinely engaging in the topics of innovation and digitalization, then we should definitely have a conversation. We offer our clients innovative consulting that goes beyond traditional boundaries.</p>
<p>Our services are consulting, tour, trainings, and events.</p>",,,,,,"For-profit business","0-5 people",,,"Design Thinking, Digital Social Innovation, Innovation, social innovation",,2017-02-15
375,"Workshop for Social Innovation",,,,Poland,Krakow,50.0619474,19.9368564,"Slusarska 9,
30-611",,,,,,,1970-01-01
454,"Workspace group",,,,,,,,",
",,,,,,,1970-01-01
908,"World Wide Narrative",,,,Norway,Oslo,59.9132694,10.7391112,"Telemarksvingen 8,
655","For-profit business","0-5 people",,"269, 753",,,1970-01-01
986,"WorldChangers & Co",,,,"United Kingdom",London,51.5073219,-0.1276473,"106 Branksome Roaf,
SW2 5JA","For-profit business","0-5 people",,,,,1970-01-01
848,"Writers Den",,,,,,,,",
",,,,,,,1970-01-01
690,"Wroclaw Research Centre EIT+",,,,Poland,Wroclaw,51.1089776,17.0326689,"ul. Stablowicka 147,
54-066","Academia/Research organisation","501-1000 people",,,,,1970-01-01
287,"WWF Switzerland",,,,,,,,",
",,,,,,,1970-01-01
33,www.ahoratudecides.es,,,,,,,,",
",,,,,,,1970-01-01
983,www.comprasolidaria.pt,,,,Portugal,Lisboa,38.7077926,-9.136506,"Lisboa,
","Grassroots organisation or community network","0-5 people",,186,,,1970-01-01
160,www.poweredbydata.org,,,,Canada,Montreal,45.4972159,-73.6103641,"1124 Marie-anne est,
H2J 2B7","For-profit business","6-10 people",,,,,1970-01-01
495,"Xi Lab",,,,,,,,",
",,,,,,,1970-01-01
1241,"xm:lab - Experimental Media Lab",http://www.xmlab.org/about/institute/,,"<div class=""csc-header csc-header-n1"">
<h1 class=""csc-firstHeader"">Forschendes Lernen / Experimental Education</h1>
</div>
<p class=""bodytext hyphenate"">(de) Forschendes Lernen zwischen Kunst, Design&nbsp;und Technologie: xm:lab ist integraler Bestandteil der Studieng&auml;nge Media Art &amp; Design, Medieninformatik (Kooperationstudiengang der UdS) und Produktdesign. Das Institut entwickelt und koordiniert experimentelle Forschungsprojekte an den&nbsp;Schnittstellen von Kunst, Design&nbsp;und Technologie.</p>
<p class=""bodytext hyphenate"">(en) Experimental education between art, design and technology: combining the autonomous aesthetic practices of art and design with research in information technologies, xm:lab is an integral element of&nbsp;Media Art &amp; Design, Media Informatics (in cooperation with Saarland University), and Product Design. The institute develops and coordinates a wide spectrum of projects at the intersections of art, design&nbsp;and technology.</p>",Germany,Saarbrücken,49.2343618,6.9963794,,"Academia/Research organisation","0-5 people",,,,"Connecting Cities Network, Good Electronics Network, Saarbruecken HCI",2017-02-08
1228,Xnet,https://xnet-x.net/en/,"Internet freedoms. Technopolitics & Democracy in digital age. Fight against corruption. Free Culture & Net Neutrality.","<div class=""explanation-text"">
<p><strong>Xnet &ndash; Internet Freedoms</strong></p>
<p><br /><a title=""Xnet"" href=""https://xnet-x.net/en/"" target=""_blank"" rel=""noopener noreferrer""> Xnet</a> (exEXGAE) is an activist project working since 2008 in fields related to: <a title=""democracy in the digital age"" href=""https://xnet-x.net/en/areas/net-democracy-method-politic-rd/"">democracy in the digital age</a> (participation mechanisms and citizen control of power and institutions); the advocacy of a <a title=""Net Neutrality"" href=""https://xnet-x.net/en/areas/net-neutrality/"" target=""_blank"" rel=""noopener noreferrer"">neutral and free Internet</a>; the <a title=""Free Culture"" href=""https://xnet-x.net/en/areas/free-culture/"" target=""_blank"" rel=""noopener noreferrer"">free circulation of culture</a>, knowledge and information and the defense of <a title=""freedom of expression"" href=""https://xnet-x.net/en/areas/freedom-expression-information/"" target=""_blank"" rel=""noopener noreferrer"">freedom of expression</a>, citizen journalism for <a title=""the right to know"" href=""https://xnet-x.net/en/xnetleaks/"" target=""_blank"" rel=""noopener noreferrer"">the right to know</a>, inform and be informed; the technical, communications and legal <a title=""fight against corruption"" href=""https://xnet-x.net/en/areas/anticorruption/"" target=""_blank"" rel=""noopener noreferrer"">fight against corruption</a>; and the <a title=""technopolitics"" href=""https://xnet-x.net/en/areas/technopolitics-hacktivism-artivism/"" target=""_blank"" rel=""noopener noreferrer"">technopolitics</a> understood as the practice of networking and taking action for empowerment, justice and social transformation.</p>
<p>&nbsp;</p>
<p>Originally, this project was born in 2008 in Barcelona under the name <a title=""EXGAE"" href=""http://xnet-x.net/en/exgae-ha-venido-para-quedarse"" target=""_blank"" rel=""noopener noreferrer"">EXGAE</a>, focusing on free culture and the defense of citizens against abuses from copyright monopolies; work which continues to this day, getting actively involved in analyzing and struggling against secret free trade negotiations, and defending the use of the Internet as a tool to improve the quality of democracy and against civil rights cutbacks from the powers that be and the enemy governments of the Internet in a post Snowden&rsquo;s revelations world.</p>
</div>",Spain,Barcelona,41.3825596,2.1771353,,"Grassroots organisation or community network","6-10 people",2008-03-01,,"fight against corruption, Free Culture, freedom of expression, freedom of information, Internet Freedoms, Net Neutrality, Technopolitics, whistleblowing","Community network",2017-01-16
